Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,187500.0,188000.0,182000.0,182500.0,182500.0,300640
2020-01-03,185000.0,186000.0,180500.0,181500.0,181500.0,454492
2020-01-06,180000.0,182000.0,178000.0,180500.0,180500.0,287970
2020-01-07,182500.0,187000.0,181500.0,187000.0,187000.0,328624
2020-01-08,182000.0,183500.0,179000.0,183000.0,183000.0,820867
2020-01-09,183500.0,186500.0,183500.0,186000.0,186000.0,531355
2020-01-10,185000.0,188000.0,184000.0,188000.0,188000.0,398739
2020-01-13,187500.0,188500.0,186000.0,188000.0,188000.0,337749
2020-01-14,188000.0,194500.0,188000.0,190500.0,190500.0,501286
2020-01-15,189500.0,192000.0,188500.0,191500.0,191500.0,323778
2020-01-16,190000.0,192500.0,189000.0,191500.0,191500.0,245107
2020-01-17,190500.0,192500.0,189500.0,191000.0,191000.0,286019
2020-01-20,190000.0,190500.0,187000.0,187500.0,187500.0,454733
2020-01-21,187500.0,189500.0,181000.0,182000.0,182000.0,547678
2020-01-22,185000.0,190000.0,184500.0,186000.0,186000.0,429852
2020-01-23,185000.0,185500.0,181500.0,183000.0,183000.0,375929
2020-01-28,182000.0,184500.0,178000.0,178500.0,178500.0,476253
2020-01-29,183000.0,183500.0,180000.0,180000.0,180000.0,434897
2020-01-30,179500.0,183000.0,175000.0,180000.0,180000.0,772160
2020-01-31,180000.0,180500.0,177500.0,179500.0,179500.0,537062
2020-02-03,178000.0,180500.0,176000.0,177500.0,177500.0,485913
2020-02-04,177500.0,181500.0,175000.0,180500.0,180500.0,563463
2020-02-05,181000.0,183500.0,178500.0,181500.0,181500.0,653809
2020-02-06,182500.0,183500.0,180500.0,181500.0,181500.0,659850
2020-02-07,181500.0,188500.0,181000.0,185000.0,185000.0,728633
2020-02-10,182500.0,184000.0,180500.0,183500.0,183500.0,433051
2020-02-11,183500.0,185000.0,183000.0,184500.0,184500.0,400386
2020-02-12,183000.0,185000.0,181500.0,185000.0,185000.0,351892
2020-02-13,184000.0,185000.0,183000.0,184500.0,184500.0,555923
2020-02-14,184000.0,187500.0,184000.0,186500.0,186500.0,659429
2020-02-17,184500.0,189000.0,184500.0,188500.0,188500.0,312407
2020-02-18,186500.0,188500.0,185500.0,186500.0,186500.0,345642
2020-02-19,188000.0,191000.0,185000.0,189500.0,189500.0,560743
2020-02-20,189500.0,191500.0,187500.0,190000.0,190000.0,427402
2020-02-21,187500.0,191000.0,187000.0,189500.0,189500.0,434019
2020-02-24,185500.0,187500.0,183500.0,184000.0,184000.0,567036
2020-02-25,184000.0,191000.0,183500.0,190500.0,190500.0,704859
2020-02-26,189500.0,190000.0,186500.0,187000.0,187000.0,494066
2020-02-27,185000.0,187000.0,179000.0,182000.0,182000.0,535696
2020-02-28,179000.0,180000.0,172000.0,174000.0,174000.0,830654
2020-03-02,175000.0,177000.0,172500.0,175000.0,175000.0,659376
2020-03-03,179000.0,180000.0,174000.0,175000.0,175000.0,544379
2020-03-04,174500.0,179500.0,173000.0,178500.0,178500.0,450252
2020-03-05,180500.0,181000.0,178500.0,181000.0,181000.0,483840
2020-03-06,179500.0,181000.0,177500.0,179500.0,179500.0,293897
2020-03-09,179500.0,179500.0,179500.0,179500.0,179500.0,0
2020-03-10,168000.0,176000.0,165000.0,172000.0,172000.0,666532
2020-03-11,172000.0,174000.0,167500.0,170000.0,170000.0,483822
2020-03-12,170000.0,170000.0,170000.0,170000.0,170000.0,0
2020-03-13,151000.0,168000.0,149500.0,166000.0,166000.0,1242510
2020-03-16,166000.0,166500.0,155000.0,155000.0,155000.0,812823
2020-03-17,147500.0,155500.0,147000.0,151000.0,151000.0,979243
2020-03-18,152500.0,156000.0,146000.0,146000.0,146000.0,666723
2020-03-19,150000.0,151500.0,135000.0,144000.0,144000.0,1154230
2020-03-20,147500.0,156500.0,146000.0,154000.0,154000.0,997895
2020-03-23,141500.0,149500.0,140000.0,143000.0,143000.0,1033851
2020-03-24,151500.0,157000.0,148000.0,156000.0,156000.0,960786
2020-03-25,160500.0,163000.0,152000.0,156000.0,156000.0,1039579
2020-03-26,156000.0,158000.0,149500.0,152500.0,152500.0,988725
2020-03-27,161500.0,164500.0,158500.0,164000.0,164000.0,1217815
2020-03-30,160000.0,165000.0,159000.0,162500.0,162500.0,630830
2020-03-31,163500.0,171000.0,163500.0,170000.0,170000.0,858165
2020-04-01,166500.0,171000.0,163000.0,163000.0,163000.0,720283
2020-04-02,166500.0,175000.0,164500.0,173500.0,173500.0,1086863
2020-04-03,170000.0,172500.0,168000.0,172000.0,172000.0,663454
2020-04-06,173500.0,176000.0,170500.0,173000.0,173000.0,655547
2020-04-07,174000.0,174500.0,167500.0,169500.0,169500.0,873091
2020-04-08,169000.0,169500.0,166500.0,166500.0,166500.0,588577
2020-04-09,168500.0,169000.0,165000.0,167500.0,167500.0,682921
2020-04-10,166000.0,167000.0,164000.0,166500.0,166500.0,483720
2020-04-13,164500.0,168000.0,162500.0,166000.0,166000.0,413768
2020-04-14,168000.0,170000.0,166500.0,168500.0,168500.0,520725
2020-04-16,168000.0,172500.0,167500.0,170500.0,170500.0,841066
2020-04-17,175500.0,180000.0,173500.0,179000.0,179000.0,900031
2020-04-20,181000.0,182000.0,179000.0,180000.0,180000.0,663723
2020-04-21,180500.0,181500.0,173500.0,178500.0,178500.0,759150
2020-04-22,175000.0,182500.0,173000.0,182000.0,182000.0,611589
2020-04-23,190000.0,196000.0,186500.0,190000.0,190000.0,1521478
2020-04-24,189000.0,197500.0,189000.0,192500.0,192500.0,928695
2020-04-27,193000.0,200000.0,192500.0,197500.0,197500.0,927347
2020-04-28,197500.0,198000.0,194500.0,198000.0,198000.0,433549
2020-04-29,199500.0,200000.0,196500.0,197500.0,197500.0,676743
2020-05-04,198500.0,203000.0,193500.0,199000.0,199000.0,1104027
2020-05-06,201500.0,212500.0,200500.0,212000.0,212000.0,992225
2020-05-07,211500.0,220000.0,210500.0,215500.0,215500.0,984024
2020-05-08,216000.0,218500.0,212000.0,214000.0,214000.0,732394
2020-05-11,214500.0,221000.0,214000.0,214500.0,214500.0,599328
2020-05-12,218000.0,226500.0,215000.0,219500.0,219500.0,1056584
2020-05-13,217500.0,222500.0,213500.0,218500.0,218500.0,1014692
2020-05-14,214500.0,222000.0,214500.0,219000.0,219000.0,866427
2020-05-15,219000.0,219500.0,209500.0,213000.0,213000.0,1050469
2020-05-18,215000.0,218000.0,211500.0,215000.0,215000.0,638906
2020-05-19,215000.0,216500.0,210500.0,213500.0,213500.0,917603
2020-05-20,215500.0,225500.0,215000.0,222000.0,222000.0,977544
2020-05-21,227500.0,233500.0,222500.0,225000.0,225000.0,1004395
2020-05-22,227000.0,232500.0,222500.0,230500.0,230500.0,1108281
2020-05-25,234500.0,241000.0,234000.0,241000.0,241000.0,1015069
2020-05-26,244000.0,246000.0,230000.0,239000.0,239000.0,1568016
2020-05-27,231000.0,234500.0,226500.0,228500.0,228500.0,1351505
2020-05-28,226000.0,241000.0,222000.0,240500.0,240500.0,1625154
2020-05-29,240000.0,243000.0,226000.0,226000.0,226000.0,3114298
2020-06-01,233500.0,237000.0,230000.0,237000.0,237000.0,1140644
2020-06-02,235000.0,236000.0,232000.0,234000.0,234000.0,689584
2020-06-03,235000.0,235500.0,225000.0,225500.0,225500.0,1476614
